CIF,Client Type,Name,Country,Transit,Address1,Address2,Address3,Address4,Email Address,Box Link,Telephone Contact,Risk Rating,Case Status,Current Case Status,Business Documents Outstanding,Entity Self-Certification Form Outstanding,UBOID Outstanding,UBO-Proof of Address Outstanding,UBO in order,ROS officer,File Review Date,1st Notice Date,1st Notice Type,2nd Notice Date,2nd Notice Type,3rd Notice Date,3rd Notice Type,Notification Expiry date,Refresh date (Last KYC),Next KYC Refresh date,Restraint date,Exception date,Exception expiry date,Updates to ICN,Updates on Core,Portfolio
805387126,Personal,Patricia Cruz,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,patricia.cruz@example.com,https://box.com/v/client-docs-5913,(612)855-0294x06289,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,YES,NO,Terry Rose,2023-01-30,2023-01-10,EMAIL,2023-01-20,PHONE CALL,2023-01-30,PHONE CALL,2023-02-14,2022-12-31,2025-12-30,,,,NO,NO,Premier Clients - Retail
845377570,Personal,Susan Johnson,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,susan.johnson@example.com,https://box.com/v/client-docs-5914,251-497-4634x975,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,YES,YES,David Campbell,2021-07-03,2021-06-13,PHONE CALL,2021-06-23,LETTER,2021-07-03,EMAIL,2021-07-18,2021-06-03,2024-06-02,,,,YES,NO,Premier Clients - Retail
823505509,Personal,Sheryl Martinez MD,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,sheryl.martinez.md@example.com,https://box.com/v/client-docs-5915,+1-560-884-7071x1763,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,YES,NO,NO,Jessica Burgess,2022-09-15,2022-08-26,EMAIL,2022-09-05,PHONE CALL,2022-09-15,PHONE CALL,2022-09-30,2022-08-16,2025-08-15,,,,YES,YES,Private Wealth
857950394,Personal,Matthew Brown,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,matthew.brown@example.com,https://box.com/v/client-docs-5916,594-728-4129,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,YES,Wendy Black,2023-03-11,2023-02-19,EMAIL,2023-03-01,LETTER,2023-03-11,PHONE CALL,2023-03-26,2023-02-09,2026-02-08,,,,YES,YES,Premier Clients - Retail
842931382,Personal,Phillip Clark,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,phillip.clark@example.com,https://box.com/v/client-docs-5917,1983637600,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,YES,NO,Kyle Richardson,2023-06-15,2023-05-26,EMAIL,2023-06-05,PHONE CALL,2023-06-15,EMAIL,2023-06-30,2023-05-16,2026-05-15,,,,YES,YES,Business Clients
829233472,Personal,Billy Johnson,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,billy.johnson@example.com,https://box.com/v/client-docs-5918,179-493-8232,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,YES,NO,Jodi Macdonald,2024-01-30,2024-01-10,PHONE CALL,2024-01-20,EMAIL,2024-01-30,EMAIL,2024-02-14,2023-12-31,2026-12-30,,,,YES,NO,Private Wealth
817443923,Personal,Nicholas Bailey,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,nicholas.bailey@example.com,https://box.com/v/client-docs-5919,717-584-7019x788,MEDIUM,Out Of Order,Out Of Order,NO,NO,YES,NO,NO,Andrew Johnson,2022-10-11,2022-09-21,PHONE CALL,2022-10-01,LETTER,2022-10-11,EMAIL,2022-10-26,2022-09-11,2025-09-10,,2022-11-20,2022-12-10,NO,NO,Premier Clients - Retail
832414027,Personal,Pamela Torres,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,pamela.torres@example.com,https://box.com/v/client-docs-5920,706.197.8728,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,YES,YES,YES,Maria Bryant,2023-10-27,2023-10-07,LETTER,2023-10-17,PHONE CALL,2023-10-27,PHONE CALL,2023-11-11,2023-09-27,2026-09-26,2023-11-26,,,NO,NO,Premier Clients - Retail
853258035,Business,Mr. Robert Cantrell,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,mr..robert.cantrell@example.com,https://box.com/v/client-docs-5921,676.117.9616,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,NO,Jessica Bennett,2022-10-10,2022-09-20,LETTER,2022-09-30,PHONE CALL,2022-10-10,EMAIL,2022-10-25,2022-09-10,2025-09-09,,,,YES,YES,Private Wealth
807528582,Business,Vanessa Hatfield,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,vanessa.hatfield@example.com,https://box.com/v/client-docs-5922,187.182.0178x8375,MEDIUM,Out Of Order,Out Of Order,NO,NO,NO,NO,NO,Erin Edwards,2023-06-11,2023-05-22,LETTER,2023-06-01,LETTER,2023-06-11,PHONE CALL,2023-06-26,2023-05-12,2026-05-11,,2023-07-21,2023-08-10,NO,YES,Private Wealth
858411714,Business,Angela Lowe MD,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,angela.lowe.md@example.com,https://box.com/v/client-docs-5923,(793)467-4885,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,YES,YES,NO,Jordan Miller,2021-09-02,2021-08-13,LETTER,2021-08-23,LETTER,2021-09-02,PHONE CALL,2021-09-17,2021-08-03,2024-08-02,2021-10-02,,,YES,NO,Private Wealth
835247882,Business,Connie Zamora,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,connie.zamora@example.com,https://box.com/v/client-docs-5924,(137)969-3117,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,YES,YES,Craig Edwards,2022-07-08,2022-06-18,PHONE CALL,2022-06-28,PHONE CALL,2022-07-08,PHONE CALL,2022-07-23,2022-06-08,2025-06-07,,2022-08-17,2022-09-06,YES,NO,Private Wealth
814176108,Personal,Robert Hall,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,robert.hall@example.com,https://box.com/v/client-docs-5925,001-347-944-0333,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,YES,Jesse Jackson,2022-07-11,2022-06-21,LETTER,2022-07-01,EMAIL,2022-07-11,LETTER,2022-07-26,2022-06-11,2025-06-10,,,,NO,YES,Business Clients
814721446,Personal,Dale Gates,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,dale.gates@example.com,https://box.com/v/client-docs-5926,(103)523-3190x7297,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,YES,NO,Timothy Wright,2021-02-02,2021-01-13,PHONE CALL,2021-01-23,PHONE CALL,2021-02-02,PHONE CALL,2021-02-17,2021-01-03,2024-01-03,,,,YES,NO,Premier Clients - Retail
848604578,Personal,Tiffany Small,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,tiffany.small@example.com,https://box.com/v/client-docs-5927,001-480-373-6101,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,YES,YES,YES,Ashley Dominguez,2023-04-02,2023-03-13,PHONE CALL,2023-03-23,EMAIL,2023-04-02,PHONE CALL,2023-04-17,2023-03-03,2026-03-02,2023-05-02,,,NO,YES,Premier Clients - Retail
817841737,Business,Jason Smith,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,jason.smith@example.com,https://box.com/v/client-docs-5928,001-819-598-5186x7667,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,NO,YES,Laura Cook,2021-12-24,2021-12-04,EMAIL,2021-12-14,LETTER,2021-12-24,LETTER,2022-01-08,2021-11-24,2024-11-23,,,,YES,NO,Private Wealth
858202696,Business,Paul Castro,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,paul.castro@example.com,https://box.com/v/client-docs-5929,+1-827-323-7768x326,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,NO,YES,YES,Nicole Jackson,2022-08-06,2022-07-17,LETTER,2022-07-27,EMAIL,2022-08-06,EMAIL,2022-08-21,2022-07-07,2025-07-06,2022-09-05,,,YES,NO,Premier Clients - Retail
840429355,Personal,Monique Collier,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,monique.collier@example.com,https://box.com/v/client-docs-5930,(110)650-8257x2696,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,NO,Wesley Mitchell,2021-03-25,2021-03-05,PHONE CALL,2021-03-15,EMAIL,2021-03-25,LETTER,2021-04-09,2021-02-23,2024-02-23,,,,NO,NO,Private Wealth
825378278,Personal,Michael Esparza,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,michael.esparza@example.com,https://box.com/v/client-docs-5931,001-960-335-6348,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,YES,YES,Phillip Beltran,2023-02-23,2023-02-03,PHONE CALL,2023-02-13,LETTER,2023-02-23,EMAIL,2023-03-10,2023-01-24,2026-01-23,,2023-04-04,2023-04-24,YES,YES,Business Clients
848316996,Personal,Carol Lee,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,carol.lee@example.com,https://box.com/v/client-docs-5932,001-971-745-0335,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,YES,YES,NO,Bradley Cisneros Jr.,2023-09-25,2023-09-05,PHONE CALL,2023-09-15,EMAIL,2023-09-25,LETTER,2023-10-10,2023-08-26,2026-08-25,2023-10-25,,,NO,YES,Private Wealth
828999561,Business,James Mendez,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,james.mendez@example.com,https://box.com/v/client-docs-5933,(462)205-6159x9803,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,YES,Ricardo Buckley DDS,2022-04-27,2022-04-07,PHONE CALL,2022-04-17,LETTER,2022-04-27,EMAIL,2022-05-12,2022-03-28,2025-03-27,,,,YES,YES,Premier Clients - Retail
801191543,Business,David Sandoval,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,david.sandoval@example.com,https://box.com/v/client-docs-5934,110.264.3179,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,YES,NO,Tracy Patel,2023-01-25,2023-01-05,LETTER,2023-01-15,LETTER,2023-01-25,LETTER,2023-02-09,2022-12-26,2025-12-25,,,,YES,YES,Business Clients
809141093,Personal,Philip Hurst,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,philip.hurst@example.com,https://box.com/v/client-docs-5935,(229)911-8400,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,YES,NO,YES,Rose Hernandez,2022-01-23,2022-01-03,PHONE CALL,2022-01-13,EMAIL,2022-01-23,PHONE CALL,2022-02-07,2021-12-24,2024-12-23,2022-02-22,,,NO,NO,Premier Clients - Retail
825272240,Business,Rodney Mcgee MD,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,rodney.mcgee.md@example.com,https://box.com/v/client-docs-5936,+1-186-842-5637,MEDIUM,Out Of Order,Out Of Order,YES,YES,YES,YES,YES,Vanessa Murray,2021-08-17,2021-07-28,PHONE CALL,2021-08-07,PHONE CALL,2021-08-17,PHONE CALL,2021-09-01,2021-07-18,2024-07-17,,2021-09-26,2021-10-16,YES,YES,Business Clients
847412037,Personal,Susan Ryan,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,susan.ryan@example.com,https://box.com/v/client-docs-5937,5285096568,STANDARD,Due for Restrain,Due for Restrain,YES,NO,NO,NO,YES,Brian Hanson,2021-03-18,2021-02-26,PHONE CALL,2021-03-08,EMAIL,2021-03-18,LETTER,2021-04-02,2021-02-16,2024-02-16,2021-04-17,,,YES,NO,Private Wealth
829899326,Personal,Paula Steele MD,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,paula.steele.md@example.com,https://box.com/v/client-docs-5938,(323)887-7693,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,NO,YES,Lisa Brown,2021-10-27,2021-10-07,PHONE CALL,2021-10-17,LETTER,2021-10-27,PHONE CALL,2021-11-11,2021-09-27,2024-09-26,,,,YES,YES,Business Clients
844303395,Personal,Andrea Hernandez,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,andrea.hernandez@example.com,https://box.com/v/client-docs-5939,(517)091-5931x649,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,NO,YES,Misty Fernandez,2023-01-25,2023-01-05,EMAIL,2023-01-15,EMAIL,2023-01-25,LETTER,2023-02-09,2022-12-26,2025-12-25,,,,YES,NO,Premier Clients - Retail
828696314,Business,Allison Burke,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,allison.burke@example.com,https://box.com/v/client-docs-5940,0894157221,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,NO,NO,YES,Mrs. Lisa Avery,2022-03-22,2022-03-02,EMAIL,2022-03-12,LETTER,2022-03-22,PHONE CALL,2022-04-06,2022-02-20,2025-02-19,2022-04-21,,,YES,YES,Business Clients
828479189,Personal,Megan Sheppard,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,megan.sheppard@example.com,https://box.com/v/client-docs-5941,025-185-8237,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,NO,YES,YES,Kristen Diaz,2021-12-03,2021-11-13,PHONE CALL,2021-11-23,LETTER,2021-12-03,PHONE CALL,2021-12-18,2021-11-03,2024-11-02,,,,NO,YES,Private Wealth
839609431,Personal,Jeffrey Holmes,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,jeffrey.holmes@example.com,https://box.com/v/client-docs-5942,(721)798-2507,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,NO,YES,Daniel Smith,2021-03-13,2021-02-21,PHONE CALL,2021-03-03,LETTER,2021-03-13,EMAIL,2021-03-28,2021-02-11,2024-02-11,,,,YES,NO,Private Wealth
825971005,Business,Michele Benton,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,michele.benton@example.com,https://box.com/v/client-docs-5943,593-734-0133,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,NO,NO,Julia Lucas,2023-10-25,2023-10-05,PHONE CALL,2023-10-15,LETTER,2023-10-25,LETTER,2023-11-09,2023-09-25,2026-09-24,,,,NO,YES,Private Wealth
851344414,Personal,Robert Barnes,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,robert.barnes@example.com,https://box.com/v/client-docs-5944,(205)390-5045x804,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,YES,NO,NO,Kenneth Salas,2023-05-02,2023-04-12,LETTER,2023-04-22,LETTER,2023-05-02,LETTER,2023-05-17,2023-04-02,2026-04-01,2023-06-01,,,NO,YES,Business Clients
849236056,Business,Lauren Williams,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,lauren.williams@example.com,https://box.com/v/client-docs-5945,001-975-595-1212,STANDARD,Due for Restrain,Due for Restrain,NO,NO,NO,YES,NO,Jennifer Barnett,2022-01-10,2021-12-21,LETTER,2021-12-31,PHONE CALL,2022-01-10,LETTER,2022-01-25,2021-12-11,2024-12-10,2022-02-09,,,NO,NO,Premier Clients - Retail
829987894,Business,Brittany Daniel,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,brittany.daniel@example.com,https://box.com/v/client-docs-5946,(542)003-1507,STANDARD,Out Of Order,Out Of Order,YES,NO,NO,YES,NO,Amanda Juarez,2022-05-08,2022-04-18,LETTER,2022-04-28,PHONE CALL,2022-05-08,EMAIL,2022-05-23,2022-04-08,2025-04-07,,2022-06-17,2022-07-07,NO,NO,Premier Clients - Retail
802614691,Business,Jared Gallagher,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,jared.gallagher@example.com,https://box.com/v/client-docs-5947,131-848-0328x214,STANDARD,Due for Restrain,Due for Restrain,YES,YES,NO,NO,NO,Susan Tucker,2023-01-19,2022-12-30,LETTER,2023-01-09,PHONE CALL,2023-01-19,PHONE CALL,2023-02-03,2022-12-20,2025-12-19,2023-02-18,,,YES,NO,Private Wealth
826658198,Business,Angela Porter,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,angela.porter@example.com,https://box.com/v/client-docs-5948,(842)516-8310x84656,STANDARD,Due for Restrain,Due for Restrain,NO,YES,NO,NO,YES,Lori White,2023-05-26,2023-05-06,LETTER,2023-05-16,EMAIL,2023-05-26,EMAIL,2023-06-10,2023-04-26,2026-04-25,2023-06-25,,,NO,NO,Private Wealth
839472593,Personal,Nicholas Kane,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,nicholas.kane@example.com,https://box.com/v/client-docs-5949,541-913-5454x227,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,NO,NO,Brian Wyatt,2022-10-18,2022-09-28,PHONE CALL,2022-10-08,PHONE CALL,2022-10-18,EMAIL,2022-11-02,2022-09-18,2025-09-17,,2022-11-27,2022-12-17,YES,YES,Business Clients
858953096,Business,Eric Arnold,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,eric.arnold@example.com,https://box.com/v/client-docs-5950,599.851.0177,STANDARD,Out Of Order,Out Of Order,NO,NO,NO,NO,NO,Donald West,2021-10-29,2021-10-09,EMAIL,2021-10-19,PHONE CALL,2021-10-29,PHONE CALL,2021-11-13,2021-09-29,2024-09-28,,2021-12-08,2021-12-28,YES,NO,Business Clients
853837760,Personal,Theresa Noble,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,theresa.noble@example.com,https://box.com/v/client-docs-5951,937.218.7735x9508,STANDARD,Out Of Order,Out Of Order,NO,YES,YES,NO,YES,Steven Carlson,2022-09-26,2022-09-06,PHONE CALL,2022-09-16,LETTER,2022-09-26,EMAIL,2022-10-11,2022-08-27,2025-08-26,,2022-11-05,2022-11-25,NO,YES,Premier Clients - Retail
845021171,Personal,Jamie Reynolds,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,jamie.reynolds@example.com,https://box.com/v/client-docs-5952,+1-601-740-9666x223,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,YES,NO,Jason Berry,2023-09-30,2023-09-10,LETTER,2023-09-20,EMAIL,2023-09-30,PHONE CALL,2023-10-15,2023-08-31,2026-08-30,,,,YES,NO,Private Wealth
855689616,Personal,Linda Rivera,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,linda.rivera@example.com,https://box.com/v/client-docs-5953,001-430-917-7886x009,STANDARD,Due for Restrain,Due for Restrain,NO,NO,YES,NO,YES,Bobby Simmons,2023-03-07,2023-02-15,LETTER,2023-02-25,EMAIL,2023-03-07,EMAIL,2023-03-22,2023-02-05,2026-02-04,2023-04-06,,,NO,YES,Premier Clients - Retail
833176160,Personal,Randy Bonilla Jr.,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,randy.bonilla.jr.@example.com,https://box.com/v/client-docs-5954,(495)441-6923x81290,STANDARD,Due for Restrain,Due for Restrain,YES,NO,NO,NO,NO,Nicholas Campbell,2022-05-25,2022-05-05,EMAIL,2022-05-15,EMAIL,2022-05-25,EMAIL,2022-06-09,2022-04-25,2025-04-24,2022-06-24,,,YES,NO,Premier Clients - Retail
831935194,Personal,Joseph Garcia,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,joseph.garcia@example.com,https://box.com/v/client-docs-5955,838-361-2813x2748,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,NO,NO,Kathleen Paul MD,2022-12-10,2022-11-20,EMAIL,2022-11-30,EMAIL,2022-12-10,PHONE CALL,2022-12-25,2022-11-10,2025-11-09,,,,NO,NO,Business Clients
850199978,Business,Michelle Benton,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,michelle.benton@example.com,https://box.com/v/client-docs-5956,475.343.5760x5401,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,NO,NO,Daniel Sanchez,2022-10-19,2022-09-29,EMAIL,2022-10-09,LETTER,2022-10-19,EMAIL,2022-11-03,2022-09-19,2025-09-18,,,,NO,YES,Premier Clients - Retail
805846651,Business,Danielle Norris,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,danielle.norris@example.com,https://box.com/v/client-docs-5957,384.194.9563,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,YES,YES,Tammy Brown,2021-04-08,2021-03-19,PHONE CALL,2021-03-29,PHONE CALL,2021-04-08,EMAIL,2021-04-23,2021-03-09,2024-03-08,,,,NO,YES,Private Wealth
825019195,Business,Jacob Cooper,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,jacob.cooper@example.com,https://box.com/v/client-docs-5958,+1-865-731-7998x514,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,NO,NO,Charles Jackson,2023-06-18,2023-05-29,EMAIL,2023-06-08,EMAIL,2023-06-18,EMAIL,2023-07-03,2023-05-19,2026-05-18,,,,YES,YES,Private Wealth
859177666,Personal,Jasmine Hanna,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,jasmine.hanna@example.com,https://box.com/v/client-docs-5959,161-660-1930x63603,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,YES,NO,Joseph Brown,2021-09-18,2021-08-29,PHONE CALL,2021-09-08,EMAIL,2021-09-18,LETTER,2021-10-03,2021-08-19,2024-08-18,,,,YES,YES,Private Wealth
836129181,Personal,Daniel Fuentes,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,daniel.fuentes@example.com,https://box.com/v/client-docs-5960,991.892.7757x90603,MEDIUM,Out Of Order,Out Of Order,NO,NO,NO,YES,NO,Alicia Obrien,2023-01-02,2022-12-13,PHONE CALL,2022-12-23,EMAIL,2023-01-02,PHONE CALL,2023-01-17,2022-12-03,2025-12-02,,2023-02-11,2023-03-03,YES,YES,Private Wealth
814903002,Business,Rhonda Miller DDS,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,rhonda.miller.dds@example.com,https://box.com/v/client-docs-5961,646-092-3855x32822,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,YES,NO,Dawn Mckinney,2024-01-07,2023-12-18,EMAIL,2023-12-28,LETTER,2024-01-07,PHONE CALL,2024-01-22,2023-12-08,2026-12-07,,,,NO,NO,Premier Clients - Retail
838115533,Personal,Debbie Garcia,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,debbie.garcia@example.com,https://box.com/v/client-docs-5962,946.695.0841,STANDARD,Due for Restrain,Due for Restrain,YES,YES,NO,YES,NO,Maria Walker,2021-09-21,2021-09-01,LETTER,2021-09-11,EMAIL,2021-09-21,LETTER,2021-10-06,2021-08-22,2024-08-21,2021-10-21,,,YES,YES,Premier Clients - Retail
845456821,Personal,Anthony Sherman,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,anthony.sherman@example.com,https://box.com/v/client-docs-5963,809.327.4350,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,YES,NO,Ebony Gould,2023-06-29,2023-06-09,PHONE CALL,2023-06-19,EMAIL,2023-06-29,LETTER,2023-07-14,2023-05-30,2026-05-29,,,,YES,NO,Private Wealth
822001189,Business,Crystal Johnson,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,crystal.johnson@example.com,https://box.com/v/client-docs-5964,004.098.9562,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,YES,Joseph Keith,2024-01-07,2023-12-18,LETTER,2023-12-28,EMAIL,2024-01-07,PHONE CALL,2024-01-22,2023-12-08,2026-12-07,,,,YES,NO,Private Wealth
840379289,Personal,Elijah Rogers,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,elijah.rogers@example.com,https://box.com/v/client-docs-5965,319-055-9981x88534,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,NO,NO,YES,Nathaniel Hart,2022-01-17,2021-12-28,LETTER,2022-01-07,EMAIL,2022-01-17,PHONE CALL,2022-02-01,2021-12-18,2024-12-17,,,,YES,YES,Private Wealth
836866534,Personal,Sean Johnson,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,sean.johnson@example.com,https://box.com/v/client-docs-5966,7274959169,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,YES,YES,Matthew Hunter,2023-07-15,2023-06-25,EMAIL,2023-07-05,LETTER,2023-07-15,LETTER,2023-07-30,2023-06-15,2026-06-14,,,,YES,NO,Premier Clients - Retail
830853677,Business,Brian Mccarty,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,brian.mccarty@example.com,https://box.com/v/client-docs-5967,074-052-2572x591,STANDARD,Due for Restrain,Due for Restrain,NO,YES,NO,NO,YES,Cynthia Smith,2023-06-08,2023-05-19,LETTER,2023-05-29,PHONE CALL,2023-06-08,LETTER,2023-06-23,2023-05-09,2026-05-08,2023-07-08,,,YES,NO,Private Wealth
